facility_id,name,ward,query,place_id,address_before,address_after,lat_before,lat_after,lng_before,lng_after,phone_before,phone_after,website_before,website_after,map_url_before,map_url_after
1410051024859,パレット保育園・大倉山,港北区,パレット保育園・大倉山 港北区 横浜市 保育園,ChIJyX__VmVfGGARFCmRKTC6P-k,,〒222-0001 神奈川県横浜市港北区樽町１丁目１３−３,,35.5267364,,139.6334103,,045-859-9149,,https://p-hoiku.com/info/72-2/%E5%90%84%E5%9C%92%E6%83%85%E5%A0%B1_%E5%A4%A7%E5%80%89%E5%B1%B1/,,https://maps.google.com/?cid=16807357050388556052
1410051025997,ちいさなたね保育園,港北区,ちいさなたね保育園 港北区 横浜市 保育園,ChIJvY7Ni_1eGGARFuIoxcBZZPU,,〒222-0002 神奈川県横浜市港北区師岡町８４６−１,,35.5264148,,139.6437729,,045-515-0619,,https://bi-no.org/small,,https://maps.google.com/?cid=17682356721439793686
1410051015618,おおつな保育園,港北区,おおつな保育園 港北区 横浜市 保育園,ChIJ0U397hdfGGARsiUvBc0kDXk,,〒222-0003 神奈川県横浜市港北区大曽根２丁目３３−８,,35.531368,,139.630706,,045-531-0501,,https://www.shoutokukai.jp/facilities/otsuna,,https://maps.google.com/?cid=8722668516260390322
1410051015741,森の樹保育園,港北区,森の樹保育園 港北区 横浜市 保育園,ChIJOwkjvOBeGGARHRu4yrq1xkY,,〒222-0037 神奈川県横浜市港北区大倉山１丁目２２−５,,35.5179402,,139.6308366,,045-533-0242,,http://morinoki.yokohama/,,https://maps.google.com/?cid=5099963441913273117
1410051026037,グローバルキッズ大倉山園,港北区,グローバルキッズ大倉山園 港北区 横浜市 保育園,ChIJeczHnZxfGGARquEYYMotzRY,"NTT西日本 七条別館, 下珠数屋町通, 西玉水町, 下京区, 京都市, 京都府, 600-8505, 日本",〒222-0037 神奈川県横浜市港北区大倉山３丁目５８−１３,34.990339,35.523032,135.762865,139.6250553,,045-947-3320,,https://www.gkids.co.jp/facilities/nursery_173.html,"https://www.google.com/maps/search/?api=1&query=34.990339,135.762865",https://maps.google.com/?cid=1643019786278986154
1410051019636,うみのくに保育園きくな,港北区,うみのくに保育園きくな 港北区 横浜市 保育園,ChIJh0W7V-deGGARxSTGW_D0p-0,,〒222-0011 神奈川県横浜市港北区菊名７丁目５−３６,,35.5161632,,139.6301281,,045-717-5120,,https://soranohane.com/kikuna.html,,https://maps.google.com/?cid=17124925421268640965
1410051023786,わかさと保育園,港北区,わかさと保育園 港北区 横浜市 保育園,ChIJU1BTb2xfGGARmMohwf0ChrY,,〒223-0053 神奈川県横浜市港北区綱島西６丁目３−１３,,35.5447991,,139.6360963,,045-546-0551,,https://wakasato.site/nursery/wakasato/,,https://maps.google.com/?cid=13152203050672310936
1410052003431,小規模保育事業ＭＩＲＡｉｏ新横浜,港北区,小規模保育事業ＭＩＲＡｉｏ新横浜 港北区 横浜市 保育園,ChIJnfASitleGGARdTAdpbOBhYU,,〒222-0033 神奈川県横浜市港北区新横浜３丁目１２−４,,35.5130592,,139.6212316,,045-475-1139,,http://www.miraio.net/,,https://maps.google.com/?cid=9621238787516215413
1410051025427,ウッズ保育園,港北区,ウッズ保育園 港北区 横浜市 保育園,ChIJEzOZkxVfGGARiHSkNDPlatY,,〒223-0053 神奈川県横浜市港北区綱島西２丁目１−７,,35.53499890000001,,139.6336116,,045-547-6151,,https://hoikushitsu-woods.com/,,https://maps.google.com/?cid=15450413479737193608
1410051014280,太陽の子 日吉保育園,港北区,太陽の子 日吉保育園 港北区 横浜市 保育園,ChIJWznVRHtfGGARNvnExeiqOMU,"NTT西日本 七条別館, 下珠数屋町通, 西玉水町, 下京区, 京都市, 京都府, 600-8505, 日本",〒223-0061 神奈川県横浜市港北区日吉１丁目２１−５５,34.990339,35.5571046,135.762865,139.6408853,,045-566-6345,,https://www.kidslife-nursery.com/facility/kanagawa/yokohama/hiyoshi/,"https://www.google.com/maps/search/?api=1&query=34.990339,135.762865",https://maps.google.com/?cid=14211296540894755126
1410051024024,ブライト保育園横浜日吉,港北区,ブライト保育園横浜日吉 港北区 横浜市 保育園,ChIJOQI7XaFfGGARbWZMN4Ioy5w,,〒223-0061 神奈川県横浜市港北区日吉５丁目２１−１,,35.5459392,,139.6548249,,045-565-0190,,https://saiseikai.net/brighthiyoshi/,,https://maps.google.com/?cid=11298168629927634541
1410051024578,みらいく高田園,港北区,みらいく高田園 港北区 横浜市 保育園,ChIJD1-iJP_1GGARxwoOQ10bKlg,,〒223-0066 神奈川県横浜市港北区高田西４丁目２６−７,,35.5530385,,139.6139442,,045-620-4511,,https://www.miraiku-h.co.jp/nursery/takata/?utm_source=google&utm_medium=maps,,https://maps.google.com/?cid=6352920311730408135
1410051019669,パレット保育園・大豆戸,港北区,パレット保育園・大豆戸 港北区 横浜市 保育園,ChIJFa3hBtxeGGAR4ARfsd5wphI,,〒222-0032 神奈川県横浜市港北区大豆戸町５５２−１,,35.5139927,,139.6247582,,045-438-3149,,https://p-hoiku.com/info/72-2/%E5%90%84%E5%9C%92%E6%83%85%E5%A0%B1_%E5%A4%A7%E8%B1%86%E6%88%B8/,,https://maps.google.com/?cid=1343885640577516768
1410051025807,港北コスモス保育園,港北区,港北コスモス保育園 港北区 横浜市 保育園,ChIJb55shU5fGGAR33ASOxKIgRA,,〒223-0058 神奈川県横浜市港北区新吉田東５丁目７８−２４,,35.5400431,,139.6150083,,045-716-8297,,https://cosmosfukushikai.com/,,https://maps.google.com/?cid=1189381388484374751
1410051026243,認定こども園岸根こども園（保育所部分）,港北区,認定こども園岸根こども園（保育所部分） 港北区 横浜市 保育園,ChIJhb3Jw8peGGARFX9lutvivAU,,〒222-0034 神奈川県横浜市港北区岸根町６８５−１２ 山百合会岸根保育園,,35.496435,,139.610522,,045-491-1555,,https://yamayuri-kai.jp/nursery_school_info/kishine/,,https://maps.google.com/?cid=413454699164172053
1410051017218,森のエルマー保育園,港北区,森のエルマー保育園 港北区 横浜市 保育園,ChIJ-T3C-FBfGGAREwkMdCMldC8,,〒223-0058 神奈川県横浜市港北区新吉田東３丁目６−３３,,35.546112,,139.617564,,045-546-6202,,http://elmer-kids.com/,,https://maps.google.com/?cid=3419398851282077971
1410051024602,はなまる保育園,港北区,はなまる保育園 港北区 横浜市 保育園,ChIJS-7YCRFfGGARMLWqJkRvpyI,,〒223-0052 神奈川県横浜市港北区綱島東１丁目１３−２ ＭＫマンション第三,,35.536421,,139.637547,,045-547-0555,,https://www.hanamaru-hoikuen.com/,,https://maps.google.com/?cid=2497086856897410352
1410051018638,まなびの森 日吉こども園,港北区,まなびの森 日吉こども園 港北区 横浜市 保育園,ChIJBfggAKFfGGARPudT-8MGt5Q,,〒223-0061 神奈川県横浜市港北区日吉５丁目１１−２４ ルミエール日吉,,35.546318,,139.652886,,045-563-7873,,http://kodomonomori.co.jp/hy/,,https://maps.google.com/?cid=10716041277156353854
1410052005030,聖愛クロス保育園 きくな,港北区,聖愛クロス保育園 きくな 港北区 横浜市 保育園,ChIJq6oj-OdeGGARnoHtS_qKBQ0,,〒222-0032 神奈川県横浜市港北区大豆戸町２５７,,35.5123782,,139.6300896,,045-438-3162,,https://www.occ.ed.jp/kikuna/,,https://maps.google.com/?cid=938308904996929950
1410051024487,みらいく日吉本町園,港北区,みらいく日吉本町園 港北区 横浜市 保育園,ChIJFSN4tmlfGGAR1JqImyLukm8,,〒223-0062 神奈川県横浜市港北区日吉本町４丁目１７−４６ １Ｆ,,35.5466272,,139.6313044,,045-565-9011,,https://www.miraiku-h.co.jp/nursery/hiyoshihonmachi/?utm_source=google&utm_medium=maps,,https://maps.google.com/?cid=8039750117215476436
1410051025591,スターチャイルド≪大倉山ナーサリー≫,港北区,スターチャイルド≪大倉山ナーサリー≫ 港北区 横浜市 保育園,ChIJdcppqFpfGGARPmF3suYMzS4,,〒222-0002 神奈川県横浜市港北区師岡町１１８４−１,,35.5228629,,139.6346658,,045-540-7050,,https://www.starchild.jp/nursery/okurayama/,,https://maps.google.com/?cid=3372365880946549054
1410051026029,ララランド大倉山,港北区,ララランド大倉山 港北区 横浜市 保育園,ChIJWc6FzzhfGGARsgkNTBfjIn8,,〒222-0037 神奈川県横浜市港北区大倉山１丁目１０−１２ ステラマリス,,35.52184700000001,,139.6317286,,045-642-7623,,https://la-la-land.co.jp/school-okurayama/,,https://maps.google.com/?cid=9161134281224686002
1410051015592,大倉山元気の泉保育園,港北区,大倉山元気の泉保育園 港北区 横浜市 保育園,ChIJ1QBupx5fGGARGHDdwXXArfU,,〒222-0001 神奈川県横浜市港北区樽町１丁目１４−２０,,35.5272079,,139.6353107,,045-532-0076,,https://genkinoizumi.ed.jp/okurayama/,,https://maps.google.com/?cid=17703017322259509272
1410051017226,わおわお大倉山保育園,港北区,わおわお大倉山保育園 港北区 横浜市 保育園,ChIJkeX4DyRfGGARtBywgzwHowc,,〒222-0037 神奈川県横浜市港北区大倉山５丁目７−２ ダイアパレスグランデージ大倉山弐番館 1F,,35.5239804,,139.6241263,,045-549-6380,,http://www.waowao.or.jp/,,https://maps.google.com/?cid=550291535958121652
1410052005733,もしもしのほし日吉保育園,港北区,もしもしのほし日吉保育園 港北区 横浜市 保育園,ChIJcaUiVFVfGGARyxBCI78tENg,,〒223-0061 神奈川県横浜市港北区日吉２丁目３−８ 日吉ビル 1F 柏屋,,35.5545036,,139.6464646,,045-577-0914,,https://mocmo.ed.jp/,,https://maps.google.com/?cid=15568994210773340363
1410051024388,聖保育園第二,港北区,聖保育園第二 港北区 横浜市 保育園,ChIJn-9EH-BeGGARUNZz76aTSUc,,〒222-0037 神奈川県横浜市港北区大倉山１丁目１１−８,,35.521349,,139.631136,,045-542-7375,,https://hijirihoikuen-daini.com/recruit/,,https://maps.google.com/?cid=5136799195183961680
1410051026789,キッズラディ,港北区,キッズラディ 港北区 横浜市 保育園,ChIJhyBoydteGGARcH5GVzrqMW0,,〒222-0032 神奈川県横浜市港北区大豆戸町６３９−２,,35.5126262,,139.6226284,,045-439-5025,,http://www.kyokushin-mm.jp/50index,,https://maps.google.com/?cid=7868327560286207600
1410051027159,トゥインクルキッズ高田保育園,港北区,トゥインクルキッズ高田保育園 港北区 横浜市 保育園,ChIJc5kwksZfGGARcdr9T1ZmCgs,,〒223-0065 神奈川県横浜市港北区高田東３丁目１−１１ Ｆｉｏｒｉｔｕｒａ １Ｆ,,35.5501204,,139.6200377,,045-947-4106,,https://twinkle-kids.space/,,https://maps.google.com/?cid=795560805079571057
1410051025989,みらいく矢上園,港北区,みらいく矢上園 港北区 横浜市 保育園,ChIJk-rdA9JfGGARFWp4sUtshes,,〒223-0061 神奈川県横浜市港北区日吉５丁目１３−４ ＬＯＣ’Ｓ ＨＩＹＯＳＨＩ ２Ｆ,,35.548424,,139.6534647,,045-534-3845,,https://www.miraiku-h.co.jp/nursery/yagami/?utm_source=google&utm_medium=maps,,https://maps.google.com/?cid=16971089843171387925
1410052003233,キッズパートナー日吉,港北区,キッズパートナー日吉 港北区 横浜市 保育園,ChIJcb8lzXVfGGARFbUFJ5VV7U4,,〒223-0051 神奈川県横浜市港北区箕輪町１丁目１−１８,,35.5510388,,139.6473211,,045-560-2300,,https://www.care-partner.com/place/hiyoshi/,,https://maps.google.com/?cid=5687296003531978005
1410052005253,きゅーぴーるーむ大倉山園,港北区,きゅーぴーるーむ大倉山園 港北区 横浜市 保育園,ChIJ5eV0rSZfGGARK5aEBfFVePM,,〒222-0037 神奈川県横浜市港北区大倉山３丁目５８−１３,,35.5230426,,139.6250868,,045-834-9590,,https://qproom.jp/okurayamaen/,,https://maps.google.com/?cid=17543866842089821739
1410052003043,ピッコロ・グランデ新横浜,港北区,ピッコロ・グランデ新横浜 港北区 横浜市 保育園,ChIJkcalPM1eGGARWRuYTjqCeKs,,〒222-0033 神奈川県横浜市港北区新横浜１丁目,,35.5024113,,139.610667,,045-472-1188,,https://www.senrikai.jp/piccolo/,,https://maps.google.com/?cid=12355768764629261145
1410052005691,みらいこうほく保育園,港北区,みらいこうほく保育園 港北区 横浜市 保育園,ChIJ7SOiNE5fGGARb-qPKWpKTpY,,〒223-0062 神奈川県横浜市港北区日吉本町５丁目６７−１１−１,,35.5482486,,139.6286965,,,,https://www.miraikai.ed.jp/guide/2590.html,,https://maps.google.com/?cid=10830675973696907887
1410051015642,くっくおさんぽ保育園大倉山,港北区,くっくおさんぽ保育園大倉山 港北区 横浜市 保育園,ChIJ09dW5SRfGGARn10HJC9AbFQ,,〒222-0037 神奈川県横浜市港北区大倉山５丁目３９−２３,,35.5257606,,139.6228591,,045-542-7236,,https://cgi.city.yokohama.lg.jp/kodomo/hoiku-shisetu/hdata/n0374.html,,https://maps.google.com/?cid=6083307767882800543
1410052004371,くじら保育園,港北区,くじら保育園 港北区 横浜市 保育園,ChIJnek0ovX1GGARVmT2wjhpwoU,,〒223-0064 神奈川県横浜市港北区下田町５丁目２９−２３ 下田ビル,,35.557977,,139.62694,,045-562-6718,,https://www.kjrnoko.com/,,https://maps.google.com/?cid=9638381845036295254
1410052004868,グローバルキッズ綱島ＳＳＴ保育園,港北区,グローバルキッズ綱島ＳＳＴ保育園 港北区 横浜市 保育園,ChIJuQK8f81fGGARkPgnUxj4kSY,,〒223-0052 神奈川県横浜市港北区綱島東４丁目３−４２,,35.5412298,,139.6418852,,045-642-7301,,https://www.gkids.co.jp/facilities/nursery_123.html,,https://maps.google.com/?cid=2779275228422338704
1410051027126,日吉ちとせ保育園,港北区,日吉ちとせ保育園 港北区 横浜市 保育園,ChIJ2Z3yNpNfGGARwB3-YMuSS-U,,〒223-0061 神奈川県横浜市港北区日吉２丁目１０−２３,,35.55592,,139.6453238,,045-565-1230,,https://www.chitosek.or.jp/preschools/hiyoshi,,https://maps.google.com/?cid=16522461060142079424
1410052005188,フェアリーテイルそら,港北区,フェアリーテイルそら 港北区 横浜市 保育園,ChIJj8_H3ThfGGARfnX1X8x78JU,,〒222-0033 神奈川県横浜市港北区新横浜３丁目２３−３ 1階,,35.5134997,,139.6191898,,045-474-2504,,https://o-planet.jp/hoiku/,,https://maps.google.com/?cid=10804271623775286654
1410051027910,にじいろ保育園綱島東,港北区,にじいろ保育園綱島東 港北区 横浜市 保育園,ChIJc317BCZfGGARWdCe4xs9N1g,"大谷保育園, 花屋町通, 門前町, 乾町, 下京区, 京都市, 京都府, 600-8304, 日本",〒223-0051 神奈川県横浜市港北区綱島東１丁目１１−２ マンション桐本 1F・2F,34.993559,35.5349222,135.758497,139.6358712,,045-633-4851,,https://www.like-kd.co.jp/establishment/nijiiro/HPtsunashimahigashi?utm_source=google&utm_medium=maps&utm_campaign=tsunashimahigashi,"https://www.google.com/maps/search/?api=1&query=34.993559,135.758497",https://maps.google.com/?cid=6356616589048991833
1410052005683,ばばほいくしつ綱島,港北区,ばばほいくしつ綱島 港北区 横浜市 保育園,ChIJFXLWUyBfGGARTmsvXuPtigY,,〒223-0053 神奈川県横浜市港北区綱島西３丁目５−１６ 武市ビル,,35.5377521,,139.6296987,,045-297-6290,,https://fazer-bon.org/,,https://maps.google.com/?cid=471450671807163214
1410052005824,preschool ALICE Clover,港北区,preschool ALICE Clover 港北区 横浜市 保育園,ChIJU1Bnqj5fGGAR4xjdmoYJCH0,,〒223-0052 神奈川県横浜市港北区綱島東３丁目５−５０ コリエンテ綱島 1階,,35.5390966,,139.6429034,,,,,,https://maps.google.com/?cid=9009461528283125987
1410052002912,港北こども園,港北区,港北こども園 港北区 横浜市 保育園,ChIJ92q_v95eGGARzwl3Hypft2c,,〒222-0032 神奈川県横浜市港北区大豆戸町３６５−１,,35.5160105,,139.6260094,,045-547-6335,,http://www.cibi.net/kodomoen/,,https://maps.google.com/?cid=7473546741165787599
1410051015659,グローバルキッズ下田町園,港北区,グローバルキッズ下田町園 港北区 横浜市 保育園,ChIJPQiHyor1GGARNgdKIYxBsnw,"NTT西日本 七条別館, 下珠数屋町通, 西玉水町, 下京区, 京都市, 京都府, 600-8505, 日本",〒223-0064 神奈川県横浜市港北区下田町３丁目１６−２５ Ｌｕ－ｃｈｅ 1F,34.990339,35.5590836,135.762865,139.6300581,,045-561-2555,,http://www.gkids.co.jp/facilities/nursery_038.html,"https://www.google.com/maps/search/?api=1&query=34.990339,135.762865",https://maps.google.com/?cid=8985316276667287350
1410052002714,キッズパートナー大倉山,港北区,キッズパートナー大倉山 港北区 横浜市 保育園,ChIJNT-EVd1eGGARkOcbQT01mQI,,〒222-0032 神奈川県横浜市港北区大豆戸町１１３−１,,35.5180374,,139.632356,,045-531-0220,,https://www.care-partner.com/place/okurayama/,,https://maps.google.com/?cid=187239396714211216
1410052006038,リトルスカラー綱島保育園,港北区,リトルスカラー綱島保育園 港北区 横浜市 保育園,ChIJrQ9S9xNfGGARfQt-XTn7-t8,,〒223-0053 神奈川県横浜市港北区綱島西１丁目２−７ 細野ビル,,35.537656,,139.635307,,045-642-3361,,http://www.little-scholar.com/,,https://maps.google.com/?cid=16139488438435842941
1410051025856,大曽根コスモス保育園,港北区,大曽根コスモス保育園 港北区 横浜市 保育園,ChIJF7ZM6xdfGGARrv_E4euWm4Q,,〒222-0003 神奈川県横浜市港北区大曽根２丁目３２−８,,35.5317312,,139.6307444,,045-633-8605,,https://cosmosfukushikai.com/,,https://maps.google.com/?cid=9555396974245904302
1410051019032,横浜市菊名保育園,港北区,横浜市菊名保育園 港北区 横浜市 保育園,ChIJ5XSy05JeGGARuDoIXSUDGKE,"一般社団法人 日本病院管理機構, 錦小路通, 吉野町, 中京区, 京都市, 京都府, 604-8254, 日本",〒222-0011 神奈川県横浜市港北区菊名３丁目１０−２０,35.0045535,35.505776,135.7586522,139.638022,,045-433-1259,,http://www.city.yokohama.lg.jp/kohoku/hoikuen/kikuna/,"https://www.google.com/maps/search/?api=1&query=35.0045535,135.7586522",https://maps.google.com/?cid=11608031498556947128
1410051023877,みのわのぞみ保育園,港北区,みのわのぞみ保育園 港北区 横浜市 保育園,ChIJtbbJuXNfGGAR-3m2TRoV7wo,,〒223-0051 神奈川県横浜市港北区箕輪町３丁目７−２ 横浜市立箕輪保育園,,35.548148,,139.643378,,045-562-1210,,https://shkb.org/minowanozomi/,,https://maps.google.com/?cid=787871662530263547
1410052004686,キッズパートナー綱島,港北区,キッズパートナー綱島 港北区 横浜市 保育園,ChIJNzFUYRVfGGAR9WckbxUNQuQ,,〒223-0053 神奈川県横浜市港北区綱島西３丁目６−１９,,35.538206,,139.630185,,045-547-0076,,https://www.care-partner.com/place/tsunashima/,,https://maps.google.com/?cid=16447723174820603893
1410051024248,下田みんなの保育園,港北区,下田みんなの保育園 港北区 横浜市 保育園,ChIJgUfTSmJfGGAR5jES7BUQ2lg,,〒223-0064 神奈川県横浜市港北区下田町１丁目３−４１,,35.5581632,,139.6364174,,045-595-9522,,https://shimodaminna.web.fc2.com/,,https://maps.google.com/?cid=6402447506601554406
1410052002771,スターチス日吉保育園,港北区,スターチス日吉保育園 港北区 横浜市 保育園,ChIJtXtS2HZfGGARErOj2u8TH1A,,〒223-0062 神奈川県横浜市港北区日吉本町１丁目２３−１２ ライオンズマンション日吉台 1F,,35.5527725,,139.6459389,,045-562-8108,,http://www.statice-ns.or.jp/hiyoshi-2,,https://maps.google.com/?cid=5773355168198538002
1410052004074,日吉チューリップルーム,港北区,日吉チューリップルーム 港北区 横浜市 保育園,ChIJxx4sOXRfGGAR6YaaaPJ1zDg,,〒223-0051 神奈川県横浜市港北区箕輪町１丁目１６−１８ グリーン・ヴュー小嶋 １０１号室,,35.5499024,,139.6468471,,045-620-0477,,http://tuliproom.info/hiyoshi/,,https://maps.google.com/?cid=4092775845370431209
1410051027233,保育室プリンプリンROOM,港北区,保育室プリンプリンROOM 港北区 横浜市 保育園,ChIJI67W6z9fGGARovj7Xycr0_A,,〒223-0053 神奈川県横浜市港北区綱島西３丁目９−１２ プリンプリンルーム,,35.5381209,,139.6289118,,045-540-0122,,https://purinpurin-room.com/,,https://maps.google.com/?cid=17353261237302720674
1410051018281,リトルスカラー妙蓮寺保育園,港北区,リトルスカラー妙蓮寺保育園 港北区 横浜市 保育園,ChIJHyswmJReGGARxQsqtVgzoq4,,〒222-0011 神奈川県横浜市港北区菊名１丁目１７−８,,35.5032705,,139.6344101,,045-401-9002,,http://ls-myorenji.com/,,https://maps.google.com/?cid=12583676764916157381
1410051027530,キッズフォレ綱島,港北区,キッズフォレ綱島 港北区 横浜市 保育園,ChIJnYZIKQ1fGGARulMDpBITxK8,,〒223-0053 神奈川県横浜市港北区綱島西１丁目２１−５,,35.53909489999999,,139.6344917,,,,,,https://maps.google.com/?cid=12665269022854697914
1410052004025,佐藤保育室,港北区,佐藤保育室 港北区 横浜市 保育園,ChIJc6Nd-KBfGGARIVev18xXUb8,"一般社団法人 日本病院管理機構, 錦小路通, 吉野町, 中京区, 京都市, 京都府, 604-8254, 日本",〒223-0061 神奈川県横浜市港北区日吉６丁目１−２０,35.0045535,35.5461134,135.7586522,139.6523815,,045-564-3717,,http://sato-kodomo.com/,"https://www.google.com/maps/search/?api=1&query=35.0045535,135.7586522",https://maps.google.com/?cid=13785896471661336353
1410051027928,にじいろ保育園箕輪町,港北区,にじいろ保育園箕輪町 港北区 横浜市 保育園,ChIJwehzkPpfGGARkcTDpJplNIM,,〒223-0051 神奈川県横浜市港北区箕輪町２丁目５−８,,35.5439716,,139.6423771,,045-548-3961,,https://www.like-kd.co.jp/establishment/nijiiro/HPminowacho?utm_source=google&utm_medium=maps&utm_campaign=minowacho,,https://maps.google.com/?cid=9454293232621175953
1410051028249,ミアヘルサ保育園ひびき綱島,港北区,ミアヘルサ保育園ひびき綱島 港北区 横浜市 保育園,ChIJJ6ATAvBfGGAR1pjejLxPUFM,,〒223-0052 神奈川県横浜市港北区綱島東３丁目５−５,,35.5400644,,139.642183,,045-834-7092,,https://dev-merhalsa.jp/hoikuen/nursery/tsunashima/,,https://maps.google.com/?cid=6003385974520715478
1410051028231,スターチャイルド≪日吉本町駅前ナーサリー≫,港北区,スターチャイルド≪日吉本町駅前ナーサリー≫ 港北区 横浜市 保育園,ChIJQR5T4ZFfGGARaXs-NWikZFg,,〒223-0062 神奈川県横浜市港北区日吉本町６丁目２−２ 14号,,35.5524733,,139.6329079,,045-534-7422,,,,https://maps.google.com/?cid=6369396540485565289
1410052003423,Ｌｕｃｅ陽だまりの家保育園綱島,港北区,Ｌｕｃｅ陽だまりの家保育園綱島 港北区 横浜市 保育園,ChIJm1bF9wtfGGARu1QeU7Do-Zc,,〒223-0052 神奈川県横浜市港北区綱島東４丁目９−２８,,35.5416772,,139.6452699,,045-718-6466,,http://www.luce.or.jp/,,https://maps.google.com/?cid=10951039812934456507
1410052003514,Ｌｕｃｅ陽だまりの家保育園,港北区,Ｌｕｃｅ陽だまりの家保育園 港北区 横浜市 保育園,ChIJHxR8zMFeGGAR2cK09c3hm8U,,〒222-0012 神奈川県横浜市港北区富士塚２丁目２８−１６ テルージュキクナⅠ 102,,35.5047978,,139.628973,,045-716-8580,,http://www.luce.or.jp/,,https://maps.google.com/?cid=14239222921568764633
1410051027944,スターチャイルド《日吉本町ナーサリー》,港北区,スターチャイルド《日吉本町ナーサリー》 港北区 横浜市 保育園,ChIJQR5T4ZFfGGARaXs-NWikZFg,,〒223-0062 神奈川県横浜市港北区日吉本町６丁目２−２ 14号,,35.5524733,,139.6329079,,045-534-7422,,,,https://maps.google.com/?cid=6369396540485565289
1410051027548,こどものまち綱島西保育園,港北区,こどものまち綱島西保育園 港北区 横浜市 保育園,ChIJQT3xvV9fGGAROGGwhxF9LRg,,〒223-0053 神奈川県横浜市港北区綱島西３丁目２１−２６,,35.539372,,139.628842,,045-834-7250,,https://www.kodomonomachi-group.jp/tsunashimanishihoikuen,,https://maps.google.com/?cid=1742186145106649400
1410051027589,日吉箕輪えほんの森保育園,港北区,日吉箕輪えほんの森保育園 港北区 横浜市 保育園,ChIJQ_ycUABfGGARSyZJ-zYp5LU,,〒223-0051 神奈川県横浜市港北区箕輪町２丁目１３−１５,,35.5432017,,139.6457352,,,,https://www.miraikeikaku.jp/miraien/hiyoshi-minowa/,,https://maps.google.com/?cid=13106646131675833931
1410051027605,大倉山きずな保育園,港北区,大倉山きずな保育園 港北区 横浜市 保育園,ChIJ1-dKSS5fGGARAyRW_syIdLM,,〒222-0037 神奈川県横浜市港北区大倉山３丁目４−３１ ２階・3階,,35.5210832,,139.6288519,,045-547-0302,,https://ookurayama-kizuna.com/,,https://maps.google.com/?cid=12931110844109300739
1410051018273,ペガサス夜間保育園,港北区,ペガサス夜間保育園 港北区 横浜市 保育園,ChIJPRAPw9leGGARjNz15vfJhMk,,〒222-0033 神奈川県横浜市港北区新横浜３丁目２４−１４,,35.51403639999999,,139.620453,,045-476-0769,,https://yamayuri-kai.jp/nursery_school_info/pegasus-night/,,https://maps.google.com/?cid=14520953165118299276
1410052005261,ルリ保育園日吉,港北区,ルリ保育園日吉 港北区 横浜市 保育園,ChIJRZ5aI3NfGGARO8jTCGnrOCM,,〒223-0051 神奈川県横浜市港北区箕輪町２丁目３−７ 日吉ロイヤルマンション,,35.545727,,139.643256,,045-534-8311,,https://kosodate-web.com/ruly/,,https://maps.google.com/?cid=2538037226375465019
1410051027225,つばき駅前保育園,港北区,つばき駅前保育園 港北区 横浜市 保育園,ChIJXbp_iB9fGGARzz2t3LwOLiI,,〒222-0037 神奈川県横浜市港北区大倉山１丁目４−５,,35.5228677,,139.630044,,045-543-6700,,https://www.tsubaki-hoikuen.jp/,,https://maps.google.com/?cid=2462922250537221583
1410052005725,保育室テックテックROOM,港北区,保育室テックテックROOM 港北区 横浜市 保育園,ChIJByIOntdfGGARC4I_0bwlstE,,〒223-0054 神奈川県横浜市港北区綱島台１４−１３,,35.5400467,,139.6286304,,045-716-8809,,https://tectec-room.com/,,https://maps.google.com/?cid=15110181192676114955
1410051019628,くっくおさんぽ保育園ふとお,港北区,くっくおさんぽ保育園ふとお 港北区 横浜市 保育園,ChIJcYlCezBfGGARvObY3hOiKFw,,〒222-0037 神奈川県横浜市港北区大倉山７丁目４０−２,,35.5187186,,139.620245,,045-533-3375,,https://cgi.city.yokohama.lg.jp/kodomo/hoiku-shisetu/hdata/n0677.html,,https://maps.google.com/?cid=6640735856784631484
1410052004470,ジャンプ保育園,港北区,ジャンプ保育園 港北区 横浜市 保育園,ChIJq6pmFW9fGGAReB7UqxI8EKQ,,〒223-0062 神奈川県横浜市港北区日吉本町３丁目３３−１６,,35.5499776,,139.636318,,045-620-5252,,,,https://maps.google.com/?cid=11822015072737435256
1410052004058,ローズ保育園,港北区,ローズ保育園 港北区 横浜市 保育園,ChIJecPmDtdfGGARgDeBE8G47i4,,〒223-0066 神奈川県横浜市港北区高田西２丁目２１−１１,,35.55205309999999,,139.6159944,,,,,,https://maps.google.com/?cid=3381843509597255552
1410052004389,天才キッズクラブ楽遊館綱島園,港北区,天才キッズクラブ楽遊館綱島園 港北区 横浜市 保育園,ChIJwT_PWxBfGGAR7OdaAX_CCqc,,〒223-0052 神奈川県横浜市港北区綱島東１丁目１２,,35.5350153,,139.6375212,,045-642-8815,,http://tensaikids.jp/,,https://maps.google.com/?cid=12036646804840441836
1410051021780,認定こども園高木学園附属幼稚園（保育所部分）,港北区,認定こども園高木学園附属幼稚園（保育所部分） 港北区 横浜市 保育園,ChIJ23izZudeGGARcO6mISjg5Cs,,〒222-0011 神奈川県横浜市港北区菊名７丁目３−３０,,35.515252,,139.630236,,045-431-8180,,https://takagi-kids.ed.jp/,,https://maps.google.com/?cid=3162899301288832624
